,Date,sensor,value
91,06/02/21 16:13:52,Temperatura,32.41842716940096
92,06/02/21 16:13:53,Temperatura,38.96509333440556
93,06/02/21 16:13:54,Temperatura,31.25077099206102
94,06/02/21 16:13:55,Temperatura,30.199073220849915
95,06/02/21 16:13:56,Temperatura,29.344701000029403
96,06/02/21 16:13:57,Temperatura,17.86407424996166
97,06/02/21 16:13:58,Temperatura,30.799096645538434
98,06/02/21 16:14:00,Temperatura,32.00763448364128
99,06/02/21 16:14:01,Temperatura,21.9850078696839
100,06/02/21 16:14:02,Temperatura,32.563155800336354
101,06/02/21 16:14:03,Temperatura,33.412106523306946
102,06/02/21 16:14:04,Temperatura,25.79795450827322
103,06/02/21 16:14:05,Temperatura,35.60099539191844
104,06/02/21 16:14:06,Temperatura,32.81061433042296
105,06/02/21 16:14:07,Temperatura,26.87792329928356
106,06/02/21 16:14:08,Temperatura,33.63154986726381
107,06/02/21 16:14:09,Temperatura,18.670334263714135
108,06/02/21 16:14:10,Temperatura,26.320040198692638
109,06/02/21 16:14:11,Temperatura,23.156735548796807
110,06/02/21 16:14:12,Temperatura,31.097374486830176
111,06/02/21 16:14:13,Temperatura,27.54999778587615
112,06/02/21 16:14:14,Temperatura,33.68507421380038
113,06/02/21 16:14:15,Temperatura,36.16752558506688
114,06/02/21 16:14:16,Temperatura,30.176835959983638
115,06/02/21 16:14:17,Temperatura,38.4708656259338
116,06/02/21 16:14:18,Temperatura,30.33956514447471
117,06/02/21 16:14:19,Temperatura,32.76018024529778
118,06/02/21 16:14:20,Temperatura,23.714605528811582
119,06/02/21 16:14:21,Temperatura,30.30268503905506
120,06/02/21 16:14:22,Temperatura,29.559441628620352
121,06/02/21 16:14:23,Temperatura,32.21789267895796
122,06/02/21 16:14:24,Temperatura,38.26448753119055
123,06/02/21 16:14:25,Temperatura,29.642192400636095
124,06/02/21 16:14:26,Temperatura,27.21804559869878
125,06/02/21 16:14:27,Temperatura,34.87262888368957
126,06/02/21 16:14:28,Temperatura,31.984850871266296
127,06/02/21 16:14:29,Temperatura,30.41341224763505
128,06/02/21 16:14:30,Temperatura,24.216221624759363
129,06/02/21 16:14:31,Temperatura,37.53821989432841
130,06/02/21 16:14:32,Temperatura,26.69283969503937
131,06/02/21 16:14:33,Temperatura,19.31090662734798
132,06/02/21 16:14:34,Temperatura,38.115583046031766
133,06/02/21 16:14:35,Temperatura,33.39405407452635
134,06/02/21 16:14:36,Temperatura,33.41035129869637
135,06/02/21 16:14:37,Temperatura,32.37658017485586
136,06/02/21 16:14:38,Temperatura,25.473012742213147
137,06/02/21 16:14:39,Temperatura,34.38520607673017
138,06/02/21 16:14:40,Temperatura,33.27160688761813
139,06/02/21 16:14:41,Temperatura,32.06205346085236
140,06/02/21 16:14:42,Temperatura,28.815724954610435
141,06/02/21 16:14:43,Temperatura,30.508313219462817
142,06/02/21 16:14:44,Temperatura,33.79390634591593
143,06/02/21 16:14:45,Temperatura,32.79104886417076
144,06/02/21 16:14:46,Temperatura,26.48172885978687
145,06/02/21 16:14:47,Temperatura,24.128772218345848
146,06/02/21 16:14:48,Temperatura,32.726221988859
147,06/02/21 16:14:49,Temperatura,34.1594363314125
148,06/02/21 16:14:50,Temperatura,28.056001396146222
149,06/02/21 16:14:51,Temperatura,28.31176188595024
150,06/02/21 16:14:52,Temperatura,25.153545130688514
151,06/02/21 16:14:53,Temperatura,28.909766025805883
152,06/02/21 16:14:55,Temperatura,17.72877913522002
153,06/02/21 16:14:56,Temperatura,37.57999986273817
154,06/02/21 16:14:57,Temperatura,25.885149183865117
155,06/02/21 16:14:58,Temperatura,25.309138080936542
156,06/02/21 16:14:59,Temperatura,26.75221288478192
157,06/02/21 16:15:00,Temperatura,27.54991708021984
158,06/02/21 16:15:01,Temperatura,30.574237832639042
159,06/02/21 16:15:02,Temperatura,24.166715207254185
160,06/02/21 16:15:03,Temperatura,25.950651803628702
161,06/02/21 16:15:04,Temperatura,30.99705295998234
162,06/02/21 16:15:05,Temperatura,29.258495545671103
163,06/02/21 16:15:06,Temperatura,20.82902421862014
164,06/02/21 16:15:07,Temperatura,18.100652552591086
165,06/02/21 16:15:08,Temperatura,33.98410607309309
166,06/02/21 16:15:09,Temperatura,28.33635905054074
167,06/02/21 16:15:10,Temperatura,26.700567793884517
168,06/02/21 16:15:11,Temperatura,26.20509532895072
169,06/02/21 16:15:12,Temperatura,33.36282437794505
170,06/02/21 16:15:13,Temperatura,31.06536517803086
171,06/02/21 16:15:14,Temperatura,28.86318980659079
172,06/02/21 16:15:15,Temperatura,28.39239507089743
173,06/02/21 16:15:16,Temperatura,33.64661304721491
174,06/02/21 16:15:17,Temperatura,28.29586774576669
175,06/02/21 16:15:18,Temperatura,37.82584472292503
176,06/02/21 16:15:19,Temperatura,21.34701725197153
177,06/02/21 16:15:20,Temperatura,24.653165425201152
178,06/02/21 16:15:21,Temperatura,32.57932636209713
179,06/02/21 16:15:22,Temperatura,34.22881148469873
180,06/02/21 16:15:23,Temperatura,27.0188051016442
181,06/02/21 16:15:24,Temperatura,34.88158415991819
182,06/02/21 16:15:25,Temperatura,25.49982542460892
183,06/02/21 16:15:26,Temperatura,23.281814737688798
184,06/02/21 16:15:27,Temperatura,36.184222256331466
185,06/02/21 16:15:28,Temperatura,29.897187811241
186,06/02/21 16:15:29,Temperatura,27.31989562405217
187,06/02/21 16:15:30,Temperatura,29.2152297834414
188,06/02/21 16:15:31,Temperatura,29.912757469260473
189,06/02/21 16:15:32,Temperatura,18.9965494777811
190,06/02/21 16:15:33,Temperatura,32.61639300005658
191,06/02/21 16:15:34,Temperatura,31.273592113107917
192,06/02/21 16:15:35,Temperatura,33.75656993208798
193,06/02/21 16:15:36,Temperatura,31.2028191883062
194,06/02/21 16:15:37,Temperatura,25.49865923299631
195,06/02/21 16:15:38,Temperatura,31.739618973761555
196,06/02/21 16:15:39,Temperatura,31.329766625428718
197,06/02/21 16:15:40,Temperatura,30.478344545474066
198,06/02/21 16:15:41,Temperatura,38.96895299683557
199,06/02/21 16:15:42,Temperatura,29.40164257923411
200,06/02/21 16:15:43,Temperatura,30.655506034028313
201,06/02/21 16:15:44,Temperatura,31.38515328108969
202,06/02/21 16:15:45,Temperatura,34.37759011890779
203,06/02/21 16:15:47,Temperatura,33.14280649698192
204,06/02/21 16:15:48,Temperatura,26.004730015669395
205,06/02/21 16:15:49,Temperatura,36.37696163583366
206,06/02/21 16:15:50,Temperatura,30.41577090106837
207,06/02/21 16:15:51,Temperatura,25.758788741851813
208,06/02/21 16:15:52,Temperatura,24.254437200782647
209,06/02/21 16:15:53,Temperatura,38.88489037999145
210,06/02/21 16:15:54,Temperatura,29.36774658975656
211,06/02/21 16:15:55,Temperatura,32.52646370780929
212,06/02/21 16:15:56,Temperatura,31.470792521277563
213,06/02/21 16:15:57,Temperatura,25.555871743416226
214,06/02/21 16:15:58,Temperatura,24.30714838013795
215,06/02/21 16:15:59,Temperatura,38.44659912846196
216,06/02/21 16:16:00,Temperatura,27.326353340635038
217,06/02/21 16:16:01,Temperatura,39.15366669557182
218,06/02/21 16:16:02,Temperatura,19.597014228357537
219,06/02/21 16:16:03,Temperatura,27.44478964153243
220,06/02/21 16:16:04,Temperatura,39.42144499376499
221,06/02/21 16:16:05,Temperatura,33.47383751084357
222,06/02/21 16:16:06,Temperatura,35.83498785090618
223,06/02/21 16:16:07,Temperatura,29.960857108128202
224,06/02/21 16:16:08,Temperatura,33.84469775537178
225,06/02/21 16:16:09,Temperatura,27.263286302120953
226,06/02/21 16:16:10,Temperatura,26.86031501778823
227,06/02/21 16:16:11,Temperatura,33.834324290664355
228,06/02/21 16:16:12,Temperatura,29.242764995678026
229,06/02/21 16:16:13,Temperatura,33.43926747441229
230,06/02/21 16:16:14,Temperatura,25.670251313163174
231,06/02/21 16:16:15,Temperatura,29.458991854803003
232,06/02/21 16:16:16,Temperatura,29.180609133881283
233,06/02/21 16:16:17,Temperatura,29.89465736710438
234,06/02/21 16:16:18,Temperatura,25.623613961782198
235,06/02/21 16:16:19,Temperatura,25.810549304367832
236,06/02/21 16:16:20,Temperatura,24.995844931583605
237,06/02/21 16:16:21,Temperatura,32.13124671213496
238,06/02/21 16:16:22,Temperatura,31.600722830738988
239,06/02/21 16:16:23,Temperatura,28.226274125650317
240,06/02/21 16:16:24,Temperatura,28.530103140839632
241,06/02/21 16:16:26,Temperatura,24.875427282808914
242,06/02/21 16:16:27,Temperatura,31.24755283465544
243,06/02/21 16:16:28,Temperatura,26.111884212185124
244,06/02/21 16:16:29,Temperatura,31.80031134275497
245,06/02/21 16:16:30,Temperatura,29.54589053899852
246,06/02/21 16:16:31,Temperatura,23.12146254020109
247,06/02/21 16:16:32,Temperatura,28.28069632883656
248,06/02/21 16:16:33,Temperatura,23.907961174902333
249,06/02/21 16:16:34,Temperatura,36.056409677064266
250,06/02/21 16:16:35,Temperatura,29.119549906476436
251,06/02/21 16:16:36,Temperatura,29.876666785179022
252,06/02/21 16:16:37,Temperatura,28.83982460155133
253,06/02/21 16:16:38,Temperatura,30.668899863136456
254,06/02/21 16:16:39,Temperatura,29.119658492720365
255,06/02/21 16:16:40,Temperatura,25.36306535987854
256,06/02/21 16:16:41,Temperatura,36.68503749040707
257,06/02/21 16:16:42,Temperatura,24.98285015047685
258,06/02/21 16:16:43,Temperatura,26.099347465555716
259,06/02/21 16:16:44,Temperatura,32.72575921655274
260,06/02/21 16:16:45,Temperatura,30.621473900102572
261,06/02/21 16:16:46,Temperatura,32.453461655622746
262,06/02/21 16:16:47,Temperatura,26.11715637543468
263,06/02/21 16:16:48,Temperatura,34.90535331609786
264,06/02/21 16:16:49,Temperatura,29.017540435409646
265,06/02/21 16:16:50,Temperatura,35.18678714287348
266,06/02/21 16:16:51,Temperatura,28.76644607065061
267,06/02/21 16:16:52,Temperatura,30.334742607104214
268,06/02/21 16:16:53,Temperatura,37.85609800394165
269,06/02/21 16:16:54,Temperatura,30.90002130824312
270,06/02/21 16:16:55,Temperatura,30.08619414080818
271,06/02/21 16:16:56,Temperatura,24.43145651283917
272,06/02/21 16:16:57,Temperatura,34.15497143492168
273,06/02/21 16:16:58,Temperatura,21.467955734503665
274,06/02/21 16:16:59,Temperatura,26.860236983845127
275,06/02/21 16:17:00,Temperatura,39.47702179582011
276,06/02/21 16:17:01,Temperatura,23.284036074604103
277,06/02/21 16:17:02,Temperatura,40.04644778528737
278,06/02/21 16:17:03,Temperatura,28.599524455079983
279,06/02/21 16:17:04,Temperatura,26.52514344679586
280,06/02/21 16:17:05,Temperatura,31.12059311536311
281,06/02/21 16:17:07,Temperatura,25.573639525863754
282,06/02/21 16:17:08,Temperatura,26.418034527815763
283,06/02/21 16:17:09,Temperatura,39.74025354260513
284,06/02/21 16:17:10,Temperatura,36.645373608121226
285,06/02/21 16:17:11,Temperatura,27.44655061399139
286,06/02/21 16:17:12,Temperatura,30.539342816806936
287,06/02/21 16:17:13,Temperatura,27.608714277820916
288,06/02/21 16:17:14,Temperatura,28.588002421758908
289,06/02/21 16:17:15,Temperatura,26.723623720130462
290,06/02/21 16:17:16,Temperatura,25.209956384727093
291,06/02/21 16:17:17,Temperatura,34.745435767584624
292,06/02/21 16:17:18,Temperatura,27.719849113158
293,06/02/21 16:17:19,Temperatura,42.959424490127454
294,06/02/21 16:17:20,Temperatura,27.985626942655866
295,06/02/21 16:17:21,Temperatura,25.671033519714612
296,06/02/21 16:17:22,Temperatura,28.96226138281214
297,06/02/21 16:17:23,Temperatura,30.308621527698538
298,06/02/21 16:17:24,Temperatura,24.98874425697624
299,06/02/21 16:17:25,Temperatura,35.64685850584088
300,06/02/21 16:17:26,Temperatura,28.75260488493524
301,06/02/21 16:17:27,Temperatura,28.696059386468242
302,06/02/21 16:17:28,Temperatura,22.924522520351243
303,06/02/21 16:17:29,Temperatura,25.264062639495855
304,06/02/21 16:17:30,Temperatura,25.113876967199577
305,06/02/21 16:17:31,Temperatura,24.607686440237313
306,06/02/21 16:17:32,Temperatura,25.878578420059675
307,06/02/21 16:17:33,Temperatura,26.225092371962724
308,06/02/21 16:17:34,Temperatura,24.55757383498679
309,06/02/21 16:17:35,Temperatura,31.243160664008514
310,06/02/21 16:17:36,Temperatura,29.272506004168495
311,06/02/21 16:17:37,Temperatura,29.077257961865907
312,06/02/21 16:17:38,Temperatura,35.06913821496065
313,06/02/21 16:17:39,Temperatura,23.12381212132221
314,06/02/21 16:17:40,Temperatura,36.12050803103651
315,06/02/21 16:17:41,Temperatura,38.725385983863404
316,06/02/21 16:17:42,Temperatura,34.91175437186748
317,06/02/21 16:17:43,Temperatura,30.631447735560336
318,06/02/21 16:17:44,Temperatura,31.423195500818178
319,06/02/21 16:17:45,Temperatura,25.78863155762745
320,06/02/21 16:17:46,Temperatura,32.31876421836513
321,06/02/21 16:17:47,Temperatura,30.008117303659
322,06/02/21 16:17:48,Temperatura,31.786295221503174
323,06/02/21 16:17:49,Temperatura,25.970552324028983
324,06/02/21 16:17:50,Temperatura,31.278869886671036
325,06/02/21 16:17:51,Temperatura,27.637034527898376
326,06/02/21 16:17:52,Temperatura,34.19267354559671
327,06/02/21 16:17:53,Temperatura,27.763298083998645
328,06/02/21 16:17:55,Temperatura,38.26983767516781
329,06/02/21 16:17:56,Temperatura,22.67411347365926
330,06/02/21 16:17:57,Temperatura,33.64220324627567
331,06/02/21 16:17:58,Temperatura,27.29996930203395
332,06/02/21 16:17:59,Temperatura,33.56131682346424
333,06/02/21 16:18:00,Temperatura,25.625956506692454
334,06/02/21 16:18:01,Temperatura,29.513059085810422
335,06/02/21 16:18:02,Temperatura,32.469507122713296
336,06/02/21 16:18:03,Temperatura,33.13128691104339
337,06/02/21 16:18:04,Temperatura,29.794547608275195
338,06/02/21 16:18:05,Temperatura,31.695077173517248
339,06/02/21 16:18:06,Temperatura,26.26594522572574
340,06/02/21 16:18:07,Temperatura,31.767131870830028
341,06/02/21 16:18:08,Temperatura,32.475983705493526
342,06/02/21 16:18:09,Temperatura,28.25973936063048
343,06/02/21 16:18:10,Temperatura,29.771952988562685
344,06/02/21 16:18:11,Temperatura,35.438464244020764
345,06/02/21 16:18:12,Temperatura,26.523676250695324
346,06/02/21 16:18:13,Temperatura,33.13524459421289
347,06/02/21 16:18:14,Temperatura,32.59791735002986
0,07/02/21 19:26:10,Temperatura,29.054308591830953
1,07/02/21 19:26:11,Temperatura,27.62133955552318
2,07/02/21 19:26:12,Temperatura,31.737852728729127
3,07/02/21 19:26:13,Temperatura,27.215767444311606
4,07/02/21 19:26:14,Temperatura,31.39020839128864
5,07/02/21 19:26:15,Temperatura,23.223599996427303
6,07/02/21 19:26:16,Temperatura,27.306330905942705
7,07/02/21 19:26:17,Temperatura,29.31296735799392
8,07/02/21 19:26:18,Temperatura,33.69561083468642
9,07/02/21 19:26:19,Temperatura,29.144189319081722
10,07/02/21 19:26:20,Temperatura,32.14839676740283
11,07/02/21 19:26:21,Temperatura,32.1234299804394
12,07/02/21 19:26:22,Temperatura,31.605482343040663
13,07/02/21 19:26:23,Temperatura,25.31966698079128
14,07/02/21 19:26:24,Temperatura,23.95804376745688
15,07/02/21 19:26:25,Temperatura,36.581676735676325
16,07/02/21 19:26:26,Temperatura,28.49618985229307
17,07/02/21 19:26:28,Temperatura,31.068475902780808
18,07/02/21 19:26:29,Temperatura,37.13112860442845
19,07/02/21 19:26:30,Temperatura,31.57684886425251
20,07/02/21 19:26:31,Temperatura,26.888888095856007
21,07/02/21 19:26:32,Temperatura,21.741752629807998
22,07/02/21 19:26:33,Temperatura,33.081040066191264
23,07/02/21 19:26:34,Temperatura,31.033161655883593
24,07/02/21 19:26:35,Temperatura,29.435081849114887
25,07/02/21 19:26:36,Temperatura,28.530370923632734
26,07/02/21 19:26:37,Temperatura,19.96295509842725
27,07/02/21 19:26:38,Temperatura,29.362512064748397
28,07/02/21 19:26:39,Temperatura,27.950297988064026
29,07/02/21 19:26:40,Temperatura,30.919803255264792
30,07/02/21 19:26:41,Temperatura,27.077429587200182
31,07/02/21 19:26:42,Temperatura,31.436062075858676
32,07/02/21 19:26:43,Temperatura,34.03112765689416
33,07/02/21 19:26:44,Temperatura,22.70196299786377
34,07/02/21 19:26:45,Temperatura,35.86662474365822
35,07/02/21 19:26:46,Temperatura,23.084851651191016
36,07/02/21 19:26:47,Temperatura,26.851120108373618
37,07/02/21 19:26:48,Temperatura,35.4178327456758
38,07/02/21 19:26:49,Temperatura,26.058443120232482
39,07/02/21 19:26:50,Temperatura,30.700779876927662
40,07/02/21 19:26:51,Temperatura,37.685512697532964
41,07/02/21 19:26:52,Temperatura,28.934264162613026
42,07/02/21 19:26:53,Temperatura,33.77583323329975
43,07/02/21 19:26:54,Temperatura,23.918290789882874
44,07/02/21 19:26:56,Temperatura,32.10961036059574
45,07/02/21 19:26:57,Temperatura,30.742618873689487
46,07/02/21 19:26:58,Temperatura,37.294198101132444
47,07/02/21 19:26:59,Temperatura,32.060913496140714
48,07/02/21 19:27:00,Temperatura,33.804480909071124
49,07/02/21 19:27:01,Temperatura,27.568942154627386
50,07/02/21 19:27:02,Temperatura,21.598806331075895
51,07/02/21 19:27:03,Temperatura,19.028086359499056
52,07/02/21 19:27:04,Temperatura,33.64726437343122
53,07/02/21 19:27:05,Temperatura,23.68816820160236
54,07/02/21 19:27:06,Temperatura,31.497225933005627
55,07/02/21 19:27:07,Temperatura,28.622194321514247
56,07/02/21 19:27:08,Temperatura,31.691380649914425
57,07/02/21 19:27:09,Temperatura,36.52463637804321
58,07/02/21 19:27:10,Temperatura,31.467491457984902
59,07/02/21 19:27:11,Temperatura,26.13775395670469
60,07/02/21 19:27:12,Temperatura,26.134536463020233
61,07/02/21 19:27:13,Temperatura,38.425449261679674
62,07/02/21 19:27:14,Temperatura,27.708389928061372
63,07/02/21 19:27:15,Temperatura,25.887417368009395
64,07/02/21 19:27:16,Temperatura,23.399902548623547
65,07/02/21 19:27:17,Temperatura,37.764774881506646
66,07/02/21 19:27:18,Temperatura,29.847505887554437
67,07/02/21 19:27:19,Temperatura,28.130702297969904
68,07/02/21 19:27:20,Temperatura,40.547014885140456
69,07/02/21 19:27:21,Temperatura,16.876483661836552
70,07/02/21 19:27:22,Temperatura,35.87248235950476
71,07/02/21 19:27:23,Temperatura,28.440003816450623
72,07/02/21 19:27:24,Temperatura,22.213405686260717
73,07/02/21 19:27:26,Temperatura,35.831436054291245
74,07/02/21 19:27:27,Temperatura,36.04274218028716
75,07/02/21 19:27:28,Temperatura,31.662422039347298
76,07/02/21 19:27:29,Temperatura,35.620543191621934
77,07/02/21 19:27:30,Temperatura,29.114487758930643
78,07/02/21 19:27:31,Temperatura,25.77428437237687
79,07/02/21 19:27:32,Temperatura,31.506915012334655
80,07/02/21 19:27:33,Temperatura,28.962483605037804
81,07/02/21 19:27:34,Temperatura,30.295127044988277
82,07/02/21 19:27:35,Temperatura,31.491962739579826
83,07/02/21 19:27:36,Temperatura,45.0985101083743
84,07/02/21 19:27:37,Temperatura,34.7000526487164
85,07/02/21 19:27:38,Temperatura,25.961335223079356
86,07/02/21 19:27:39,Temperatura,25.545386970611137
87,07/02/21 19:27:40,Temperatura,35.17393917568198
88,07/02/21 19:27:41,Temperatura,28.045500852473044
89,07/02/21 19:27:42,Temperatura,28.898272859314364
90,07/02/21 19:27:43,Temperatura,30.220327834438024
91,07/02/21 19:27:44,Temperatura,29.41901573358518
92,07/02/21 19:27:45,Temperatura,34.23158862551736
93,07/02/21 19:27:46,Temperatura,41.95774387388652
94,07/02/21 19:27:47,Temperatura,33.723365596681745
95,07/02/21 19:27:48,Temperatura,34.10010595909287
96,07/02/21 19:27:49,Temperatura,27.264364372949252
97,07/02/21 19:27:50,Temperatura,37.635669635744705
98,07/02/21 19:27:51,Temperatura,26.623062271157124
99,07/02/21 19:27:52,Temperatura,26.57189835584137
100,07/02/21 19:27:53,Temperatura,27.400543874784887
101,07/02/21 19:27:55,Temperatura,28.30257279207015
102,07/02/21 19:27:56,Temperatura,32.99499379666742
103,07/02/21 19:27:57,Temperatura,37.04537012207697
104,07/02/21 19:27:58,Temperatura,33.72958918877712
105,07/02/21 19:27:59,Temperatura,28.976872277924027
106,07/02/21 19:28:00,Temperatura,26.97484235481741
107,07/02/21 19:28:01,Temperatura,36.879324896096364
108,07/02/21 19:28:02,Temperatura,34.238021541344565
109,07/02/21 19:28:03,Temperatura,25.753684390425448
110,07/02/21 19:28:04,Temperatura,31.244419440569693
111,07/02/21 19:28:05,Temperatura,20.865051967656647
112,07/02/21 19:28:06,Temperatura,33.694488858803176
113,07/02/21 19:28:07,Temperatura,35.79537069714619
114,07/02/21 19:28:08,Temperatura,26.190856911582255
115,07/02/21 19:28:09,Temperatura,25.124570408549978
116,07/02/21 19:28:10,Temperatura,29.038180838667785
117,07/02/21 19:28:11,Temperatura,35.4415159619712
118,07/02/21 19:28:12,Temperatura,30.28479866449641
119,07/02/21 19:28:13,Temperatura,30.142003733594613
120,07/02/21 19:28:14,Temperatura,32.477733125129426
121,07/02/21 19:28:15,Temperatura,25.436927443558254
122,07/02/21 19:28:16,Temperatura,36.33789932295404
123,07/02/21 19:28:17,Temperatura,31.317344592878136
124,07/02/21 19:28:18,Temperatura,28.141234726936403
125,07/02/21 19:28:20,Temperatura,33.171531967913275
126,07/02/21 19:28:21,Temperatura,28.332199844629805
127,07/02/21 19:28:22,Temperatura,32.40564189101091
128,07/02/21 19:28:23,Temperatura,27.95688663115385
129,07/02/21 19:28:24,Temperatura,39.67039934842129
130,07/02/21 19:28:25,Temperatura,34.2631330205725
131,07/02/21 19:28:26,Temperatura,35.455933131586974
132,07/02/21 19:28:27,Temperatura,39.55071537233627
133,07/02/21 19:28:28,Temperatura,28.38936887469079
134,07/02/21 19:28:29,Temperatura,30.370716855781534
135,07/02/21 19:28:30,Temperatura,36.48002662460412
136,07/02/21 19:28:31,Temperatura,30.264222540067063
137,07/02/21 19:28:32,Temperatura,30.742394842002643
138,07/02/21 19:28:33,Temperatura,29.42818317845362
139,07/02/21 19:28:34,Temperatura,37.40382366093768
140,07/02/21 19:28:35,Temperatura,26.717504999510272
141,07/02/21 19:28:36,Temperatura,27.156485972953618
142,07/02/21 19:28:37,Temperatura,30.284016108372427
143,07/02/21 19:28:38,Temperatura,25.266521334667466
144,07/02/21 19:28:39,Temperatura,42.60864367015155
145,07/02/21 19:28:40,Temperatura,37.316677043179354
146,07/02/21 19:28:41,Temperatura,33.646213235548416
147,07/02/21 19:28:42,Temperatura,32.65608790158474
148,07/02/21 19:28:43,Temperatura,25.27491503263762
149,07/02/21 19:28:44,Temperatura,31.468739513201832
150,07/02/21 19:28:45,Temperatura,28.297633274857738
